Winner, Loser, WRank, LRank, Court, Surface, Round, Series, WElapsed, LElapsed, WRClay, WRGrass, WRHard, LRClay, LRGrass, LRHard, WAvgSpeed, LAvgSpeed, Wsets, Lsets, WDigit, LDigit
Elias, O'Connell, 81.000000, 238.000000, Outdoor, Hard, 1st Round, ATP250, 7.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Lorenzi, Mayer, 41.000000, 49.000000, Outdoor, Hard, 1st Round, ATP250, 7.000000, 7.000000, 0.640000, 0.026667, 0.333333, 0.503704, 0.170370, 0.325926, 166.731951, 164.620329, 2.000000, 1.000000, 1, 0
Kohlschreiber, Fognini, 32.000000, 47.000000, Outdoor, Hard, 1st Round, ATP250, 5.000000, 70.000000, 0.464052, 0.111111, 0.424837, 0.602564, 0.051282, 0.346154, 169.174588, 161.296142, 2.000000, 0.000000, 1, 0
De, Paire, 333.000000, 46.000000, Outdoor, Hard, 1st Round, ATP250, 6.000000, 3.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Kuznetsov, Klizan, 48.000000, 35.000000, Outdoor, Hard, 1st Round, ATP250, 7.000000, 5.000000, 0.385714, 0.100000, 0.514286, 0.518072, 0.036145, 0.445783, 164.852023, 163.760967, 1.000000, 1.000000, 1, 0
Zverev, Almagro, 50.000000, 43.000000, Outdoor, Hard, 1st Round, ATP250, 5.000000, 5.000000, 0.291391, 0.205298, 0.503311, 0.698113, 0.028302, 0.273585, 188.070340, 175.619251, 2.000000, 0.000000, 1, 0
Muller, Dolgopolov, 34.000000, 63.000000, Outdoor, Hard, 1st Round, ATP250, 7.000000, 7.000000, 0.079208, 0.297030, 0.623762, 0.320755, 0.160377, 0.518868, 175.866384, 167.790857, 2.000000, 1.000000, 1, 0
Granollers, Giraldo, 37.000000, 90.000000, Outdoor, Hard, 1st Round, ATP250, 74.000000, 151.000000, 0.482353, 0.047059, 0.470588, 0.616438, 0.095890, 0.287671, 169.049497, 162.446695, 2.000000, 1.000000, 1, 0
Thompson, Basilashvili, 75.000000, 94.000000, Outdoor, Hard, 1st Round, ATP250, 4.000000, 76.000000, 0.250000, 0.083333, 0.666667, 0.370370, 0.111111, 0.518519, 166.855820, 168.333333, 2.000000, 0.000000, 1, 0
Cuevas, Mahut, 22.000000, 38.000000, Outdoor, Hard, 2nd Round, ATP250, 69.000000, 3.000000, 0.693878, 0.051020, 0.255102, 0.094595, 0.432432, 0.472973, 168.311098, 172.332695, 2.000000, 1.000000, 1, 0
Muller, Barton, 34.000000, 198.000000, Outdoor, Hard, 2nd Round, ATP250, 1.000000, 2.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Carreno, Zverev, 30.000000, 50.000000, Outdoor, Hard, 2nd Round, ATP250, 71.000000, 1.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Kohlschreiber, Thompson, 32.000000, 75.000000, Outdoor, Hard, 2nd Round, ATP250, 2.000000, 1.000000, 0.464052, 0.111111, 0.424837, 0.250000, 0.083333, 0.666667, 169.174588, 166.855820, 2.000000, 0.000000, 1, 0
Evans, Granollers, 67.000000, 37.000000, Outdoor, Hard, 2nd Round, ATP250, 2.000000, 1.000000, 0.071429, 0.250000, 0.678571, 0.482353, 0.047059, 0.470588, 169.581292, 169.049497, 2.000000, 1.000000, 1, 0
Troicki, Lorenzi, 29.000000, 41.000000, Outdoor, Hard, 2nd Round, ATP250, 7.000000, 2.000000, 0.280374, 0.130841, 0.588785, 0.640000, 0.026667, 0.333333, 173.013009, 166.731951, 2.000000, 0.000000, 1, 0
Kuznetsov, De, 48.000000, 333.000000, Outdoor, Hard, 2nd Round, ATP250, 1.000000, 1.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Thiem, Elias, 8.000000, 81.000000, Outdoor, Hard, 2nd Round, ATP250, 5.000000, 2.000000, 0.503106, 0.086957, 0.409938, 0.857143, 0.000000, 0.142857, 168.035472, 167.735160, 2.000000, 1.000000, 1, 0
Muller, Cuevas, 34.000000, 22.000000, Outdoor, Hard, Quarterfinals, ATP250, 1.000000, 1.000000, 0.079208, 0.297030, 0.623762, 0.693878, 0.051020, 0.255102, 175.866384, 168.311098, 2.000000, 0.000000, 1, 0
Troicki, Kohlschreiber, 29.000000, 32.000000, Outdoor, Hard, Quarterfinals, ATP250, 1.000000, 1.000000, 0.280374, 0.130841, 0.588785, 0.464052, 0.111111, 0.424837, 173.013009, 169.174588, nan, nan, 1, 0
Kuznetsov, Carreno, 48.000000, 30.000000, Outdoor, Hard, Quarterfinals, ATP250, 1.000000, 1.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Evans, Thiem, 67.000000, 8.000000, Outdoor, Hard, Quarterfinals, ATP250, 1.000000, 1.000000, 0.071429, 0.250000, 0.678571, 0.503106, 0.086957, 0.409938, 169.581292, 168.035472, 2.000000, 1.000000, 1, 0
Muller, Troicki, 34.000000, 29.000000, Outdoor, Hard, Semifinals, ATP250, 1.000000, 1.000000, 0.079208, 0.297030, 0.623762, 0.280374, 0.130841, 0.588785, 175.866384, 173.013009, 2.000000, 0.000000, 1, 0
Evans, Kuznetsov, 67.000000, 48.000000, Outdoor, Hard, Semifinals, ATP250, 1.000000, 1.000000, 0.071429, 0.250000, 0.678571, 0.385714, 0.100000, 0.514286, 169.581292, 164.852023, 2.000000, 1.000000, 1, 0
Muller, Evans, 34.000000, 67.000000, Outdoor, Hard, The Final, ATP250, 1.000000, 1.000000, 0.079208, 0.297030, 0.623762, 0.071429, 0.250000, 0.678571, 175.866384, 169.581292, 2.000000, 0.000000, 1, 0
De, Melzer, 301.000000, 87.000000, Outdoor, Hard, 1st Round, Grand Slam, 5.000000, 12.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Chardy, Almagro, 72.000000, 42.000000, Outdoor, Hard, 1st Round, Grand Slam, 4.000000, 6.000000, 0.318584, 0.106195, 0.575221, 0.698113, 0.028302, 0.273585, 182.488035, 175.619251, 0.000000, 0.000000, 1, 0
Troicki, Dzumhur, 35.000000, 78.000000, Outdoor, Hard, 1st Round, Grand Slam, 3.000000, 14.000000, 0.280374, 0.130841, 0.588785, 0.319149, 0.063830, 0.617021, 173.013009, 149.777778, 3.000000, 2.000000, 1, 0
Estrella, Bedene, 103.000000, 109.000000, Outdoor, Hard, 1st Round, Grand Slam, 139.000000, 10.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Harrison, Mahut, 82.000000, 41.000000, Outdoor, Hard, 1st Round, Grand Slam, 5.000000, 5.000000, 0.102041, 0.040816, 0.857143, 0.094595, 0.432432, 0.472973, 178.005051, 172.332695, 3.000000, 0.000000, 1, 0
Nishikori, Kuznetsov, 5.000000, 45.000000, Outdoor, Hard, 1st Round, Grand Slam, 8.000000, 3.000000, 0.260274, 0.082192, 0.657534, 0.385714, 0.100000, 0.514286, 162.266621, 164.852023, 3.000000, 2.000000, 1, 0
Zverev, Garcia-Lopez, 50.000000, 74.000000, Outdoor, Hard, 1st Round, Grand Slam, 5.000000, 7.000000, 0.291391, 0.205298, 0.503311, 0.495146, 0.058252, 0.446602, 188.070340, 165.312162, 3.000000, 0.000000, 1, 0
Querrey, Halys, 32.000000, 155.000000, Outdoor, Hard, 1st Round, Grand Slam, 13.000000, 117.000000, 0.171875, 0.218750, 0.609375, 0.200000, 0.000000, 0.800000, 178.101228, 174.405088, 3.000000, 1.000000, 1, 0
Berdych, Vanni, 10.000000, 157.000000, Outdoor, Hard, 1st Round, Grand Slam, 10.000000, 112.000000, 0.210300, 0.120172, 0.669528, 0.800000, 0.000000, 0.200000, 178.187284, 175.602564, 1.000000, 0.000000, 1, 0
Tomic, Bellucci, 27.000000, 62.000000, Outdoor, Hard, 1st Round, Grand Slam, 14.000000, 8.000000, 0.151786, 0.205357, 0.642857, 0.666667, 0.012821, 0.320513, 169.200256, 168.661962, 3.000000, 0.000000, 1, 0
Rublev, Lu, 152.000000, 60.000000, Outdoor, Hard, 1st Round, Grand Slam, 116.000000, 5.000000, 0.421053, 0.157895, 0.421053, 0.057971, 0.130435, 0.811594, 173.582090, 174.936803, 3.000000, 1.000000, 1, 0
Isner, Kravchuk, 19.000000, 88.000000, Outdoor, Hard, 1st Round, Grand Slam, 4.000000, 13.000000, 0.203390, 0.118644, 0.677966, 0.500000, 0.250000, 0.250000, 193.113282, nan, 3.000000, 1.000000, 1, 0
Cilic, Janowicz, 7.000000, 273.000000, Outdoor, Hard, 1st Round, Grand Slam, 12.000000, 139.000000, 0.203297, 0.192308, 0.604396, 0.185714, 0.200000, 0.614286, 173.149234, 183.323472, 3.000000, 2.000000, 1, 0
Jaziri, Soeda, 56.000000, 139.000000, Outdoor, Hard, 1st Round, Grand Slam, 5.000000, 105.000000, 0.148936, 0.106383, 0.744681, 0.076923, 0.076923, 0.846154, 159.836364, 162.244787, 3.000000, 0.000000, 1, 0
Murray, Marchenko, 1.000000, 95.000000, Outdoor, Hard, 1st Round, Grand Slam, 9.000000, 13.000000, 0.209302, 0.166667, 0.624031, 0.095238, 0.095238, 0.809524, 167.091792, 172.514803, 3.000000, 0.000000, 1, 0
Lajovic, Robert, 94.000000, 55.000000, Outdoor, Hard, 1st Round, Grand Slam, 13.000000, 8.000000, 0.616667, 0.050000, 0.333333, 0.347826, 0.086957, 0.565217, 160.488417, 160.678481, 3.000000, 0.000000, 1, 0
Schwartzman, Cuevas, 54.000000, 22.000000, Outdoor, Hard, 1st Round, Grand Slam, 7.000000, 4.000000, 0.636364, 0.000000, 0.363636, 0.693878, 0.051020, 0.255102, 153.274834, 168.311098, 3.000000, 0.000000, 1, 0
Lacko, Ramos-Vinolas, 121.000000, 26.000000, Outdoor, Hard, 1st Round, Grand Slam, 140.000000, 7.000000, 0.029412, 0.176471, 0.794118, 0.628205, 0.064103, 0.307692, 168.182625, 161.105263, 3.000000, 2.000000, 1, 0
Khachanov, Mannarino, 52.000000, 61.000000, Outdoor, Hard, 1st Round, Grand Slam, 6.000000, 6.000000, 0.461538, 0.128205, 0.410256, 0.137255, 0.294118, 0.568627, 176.693780, 159.608594, 3.000000, 1.000000, 1, 0
Lorenzi, Duckworth, 43.000000, 107.000000, Outdoor, Hard, 1st Round, Grand Slam, 5.000000, 103.000000, 0.640000, 0.026667, 0.333333, 0.176471, 0.117647, 0.705882, 166.731951, 170.561485, 3.000000, 1.000000, 1, 0
Seppi, Mathieu, 89.000000, 75.000000, Outdoor, Hard, 1st Round, Grand Slam, 77.000000, 13.000000, 0.227273, 0.218182, 0.554545, 0.488372, 0.093023, 0.418605, 164.955514, 168.317343, 3.000000, 1.000000, 1, 0
Rubin, Fratangelo, 200.000000, 113.000000, Outdoor, Hard, 1st Round, Grand Slam, 159.000000, 140.000000, 0.000000, 0.000000, 1.000000, 0.230769, 0.230769, 0.538462, 166.946128, 160.996241, 3.000000, 2.000000, 1, 0
Bublik, Pouille, 207.000000, 16.000000, Outdoor, Hard, 1st Round, Grand Slam, 87.000000, 12.000000, 0.000000, 0.000000, 1.000000, 0.375000, 0.138889, 0.486111, nan, 172.032044, 3.000000, 1.000000, 1, 0
Sela, Granollers, 67.000000, 38.000000, Outdoor, Hard, 1st Round, Grand Slam, 9.000000, 5.000000, 0.068182, 0.272727, 0.659091, 0.482353, 0.047059, 0.470588, 153.654936, 169.049497, 3.000000, 1.000000, 1, 0
Evans, Bagnis, 51.000000, 65.000000, Outdoor, Hard, 1st Round, Grand Slam, 2.000000, 7.000000, 0.071429, 0.250000, 0.678571, 0.923077, 0.000000, 0.076923, 169.581292, 167.461749, 3.000000, 0.000000, 1, 0
Tsonga, Monteiro, 12.000000, 83.000000, Outdoor, Hard, 1st Round, Grand Slam, 11.000000, 7.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Sock, Herbert, 20.000000, 73.000000, Outdoor, Hard, 1st Round, Grand Slam, 2.000000, 13.000000, 0.208955, 0.082090, 0.708955, 0.103448, 0.206897, 0.689655, 176.638039, 177.690000, 3.000000, 0.000000, 1, 0
Johnson, Delbonis, 30.000000, 44.000000, Outdoor, Hard, 1st Round, Grand Slam, 3.000000, 80.000000, 0.142857, 0.205357, 0.651786, 0.743902, 0.000000, 0.256098, 174.626770, 172.255814, 3.000000, 0.000000, 1, 0
Kyrgios, Elias, 13.000000, 77.000000, Outdoor, Hard, 1st Round, Grand Slam, 96.000000, 5.000000, 0.229167, 0.104167, 0.666667, 0.857143, 0.000000, 0.142857, 182.492694, 167.735160, 3.000000, 0.000000, 1, 0
Wawrinka, Klizan, 4.000000, 34.000000, Outdoor, Hard, 1st Round, Grand Slam, 9.000000, 6.000000, 0.314554, 0.079812, 0.605634, 0.518072, 0.036145, 0.445783, 173.731626, 163.760967, 3.000000, 2.000000, 1, 0
Darcis, Groth, 71.000000, 162.000000, Outdoor, Hard, 1st Round, Grand Slam, 12.000000, 11.000000, 0.200000, 0.120000, 0.680000, 0.088235, 0.323529, 0.588235, 161.468997, 187.799829, 3.000000, 1.000000, 1, 0
Federer, Melzer, 17.000000, 300.000000, Outdoor, Hard, 1st Round, Grand Slam, 14.000000, 12.000000, 0.151515, 0.207792, 0.640693, 0.437500, 0.125000, 0.437500, 175.109088, 167.892294, 3.000000, 1.000000, 1, 0
Kohlschreiber, Basilashvili, 33.000000, 92.000000, Outdoor, Hard, 1st Round, Grand Slam, 5.000000, 7.000000, 0.464052, 0.111111, 0.424837, 0.370370, 0.111111, 0.518519, 169.174588, 168.333333, 3.000000, 1.000000, 1, 0
Dutra, Donaldson, 439.000000, 101.000000, Outdoor, Hard, 1st Round, Grand Slam, 12.000000, 13.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Young, Fabbiano, 85.000000, 141.000000, Outdoor, Hard, 1st Round, Grand Slam, 82.000000, 110.000000, 0.074074, 0.135802, 0.790123, 0.166667, 0.166667, 0.666667, 157.740998, 154.290000, 3.000000, 0.000000, 1, 0
Simon, Mmoh, 25.000000, 190.000000, Outdoor, Hard, 1st Round, Grand Slam, 14.000000, 8.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Zverev, Haase, 24.000000, 57.000000, Outdoor, Hard, 1st Round, Grand Slam, 1.000000, 6.000000, 0.291391, 0.205298, 0.503311, 0.451613, 0.118280, 0.430108, 188.070340, 172.912826, 3.000000, 2.000000, 1, 0
Berlocq, Albot, 90.000000, 96.000000, Outdoor, Hard, 1st Round, Grand Slam, 140.000000, 14.000000, 0.727273, 0.045455, 0.227273, 0.416667, 0.333333, 0.250000, 163.661950, 158.260579, 3.000000, 1.000000, 1, 0
Nishioka, Bolt, 99.000000, 632.000000, Outdoor, Hard, 1st Round, Grand Slam, 14.000000, 676.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Raonic, Brown, 3.000000, 66.000000, Outdoor, Hard, 1st Round, Grand Slam, 10.000000, 6.000000, 0.215000, 0.120000, 0.665000, 0.340426, 0.276596, 0.382979, 189.920348, 176.681588, 3.000000, 0.000000, 1, 0
Goffin, Opelka, 11.000000, 208.000000, Outdoor, Hard, 1st Round, Grand Slam, 13.000000, 153.000000, 0.295775, 0.084507, 0.619718, 0.000000, 0.000000, 1.000000, 163.700575, 190.189781, 3.000000, 2.000000, 1, 0
Tiafoe, Kukushkin, 108.000000, 98.000000, Outdoor, Hard, 1st Round, Grand Slam, 141.000000, 91.000000, 0.000000, 0.142857, 0.857143, 0.178571, 0.089286, 0.732143, 170.907937, 157.531631, 3.000000, 1.000000, 1, 0
Carreno, Polansky, 31.000000, 132.000000, Outdoor, Hard, 1st Round, Grand Slam, 5.000000, 174.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Nadal, Mayer, 9.000000, 49.000000, Outdoor, Hard, 1st Round, Grand Slam, 11.000000, 8.000000, 0.501859, 0.040892, 0.457249, 0.503704, 0.170370, 0.325926, 168.193934, 164.620329, 3.000000, 0.000000, 1, 0
Edmund, Giraldo, 46.000000, 91.000000, Outdoor, Hard, 1st Round, Grand Slam, 8.000000, 7.000000, 0.238095, 0.119048, 0.642857, 0.616438, 0.095890, 0.287671, 165.707608, 162.446695, 3.000000, 0.000000, 1, 0
Baghdatis, Youzhny, 36.000000, 70.000000, Outdoor, Hard, 1st Round, Grand Slam, 4.000000, 11.000000, 0.058824, 0.223529, 0.717647, 0.285714, 0.164835, 0.549451, 168.784262, 166.501235, 1.000000, 0.000000, 1, 0
Thiem, Struff, 8.000000, 58.000000, Outdoor, Hard, 1st Round, Grand Slam, 5.000000, 15.000000, 0.503106, 0.086957, 0.409938, 0.377358, 0.075472, 0.547170, 168.035472, 185.668817, 3.000000, 1.000000, 1, 0
Muller, Fritz, 28.000000, 93.000000, Outdoor, Hard, 1st Round, Grand Slam, 3.000000, 83.000000, 0.079208, 0.297030, 0.623762, 0.038462, 0.076923, 0.884615, 175.866384, 166.749196, 3.000000, 0.000000, 1, 0
Whittington, Pavlasek, 194.000000, 86.000000, Outdoor, Hard, 1st Round, Grand Slam, 111.000000, 92.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Bautista, Pella, 14.000000, 81.000000, Outdoor, Hard, 1st Round, Grand Slam, 9.000000, 78.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Gasquet, Mott, 18.000000, 287.000000, Outdoor, Hard, 1st Round, Grand Slam, 75.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Dolgopolov, Coric, 69.000000, 59.000000, Outdoor, Hard, 1st Round, Grand Slam, 7.000000, 15.000000, 0.320755, 0.160377, 0.518868, 0.426471, 0.029412, 0.544118, 167.790857, 167.566719, 3.000000, 1.000000, 1, 0
Thompson, Sousa, 76.000000, 37.000000, Outdoor, Hard, 1st Round, Grand Slam, 6.000000, 3.000000, 0.250000, 0.083333, 0.666667, 0.412281, 0.070175, 0.517544, 166.855820, 164.660227, 3.000000, 2.000000, 1, 0
Stepanek, Tursunov, 102.000000, 405.000000, Outdoor, Hard, 1st Round, Grand Slam, 12.000000, 176.000000, 0.300000, 0.200000, 0.500000, 0.266667, 0.044444, 0.688889, 172.962494, 176.972406, 3.000000, 0.000000, 1, 0
Karlovic, Zeballos, 21.000000, 68.000000, Outdoor, Hard, 1st Round, Grand Slam, 12.000000, 8.000000, 0.185185, 0.222222, 0.592593, 0.660000, 0.000000, 0.340000, 195.388708, 168.308901, 3.000000, 2.000000, 1, 0
Escobedo, Medvedev, 131.000000, 63.000000, Outdoor, Hard, 1st Round, Grand Slam, 15.000000, 9.000000, 0.300000, 0.200000, 0.500000, 0.040000, 0.360000, 0.600000, 170.309417, nan, 3.000000, 1.000000, 1, 0
Chung, Olivo, 105.000000, 79.000000, Outdoor, Hard, 1st Round, Grand Slam, 13.000000, 12.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Ferrer, Jasika, 23.000000, 290.000000, Outdoor, Hard, 1st Round, Grand Slam, 7.000000, 363.000000, 0.409692, 0.039648, 0.550661, 0.000000, 0.000000, 1.000000, 167.031687, 164.986207, 3.000000, 0.000000, 1, 0
Paire, Haas, 47.000000, nan, Outdoor, Hard, 1st Round, Grand Slam, 7.000000, 454.000000, 0.394737, 0.096491, 0.508772, 0.362319, 0.130435, 0.507246, 165.389553, 173.148588, 2.000000, 0.000000, 1, 0
Monfils, Vesely, 6.000000, 53.000000, Outdoor, Hard, 1st Round, Grand Slam, 63.000000, 5.000000, 0.275641, 0.096154, 0.628205, 0.481013, 0.126582, 0.392405, 173.486181, 181.729904, 3.000000, 0.000000, 1, 0
Fognini, Lopez, 48.000000, 29.000000, Outdoor, Hard, 1st Round, Grand Slam, 8.000000, 6.000000, 0.602564, 0.051282, 0.346154, 0.263158, 0.230263, 0.506579, 161.296142, 163.491159, 3.000000, 0.000000, 1, 0
Dimitrov, O'Connell, 15.000000, 231.000000, Outdoor, Hard, 1st Round, Grand Slam, 9.000000, 8.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Djokovic, Verdasco, 2.000000, 40.000000, Outdoor, Hard, 1st Round, Grand Slam, 10.000000, 11.000000, 0.229773, 0.097087, 0.673139, 0.453125, 0.117188, 0.429688, 173.956002, 172.895652, 3.000000, 0.000000, 1, 0
Istomin, Dodig, 117.000000, 170.000000, Outdoor, Hard, 1st Round, Grand Slam, 141.000000, 91.000000, 0.263736, 0.164835, 0.571429, 0.276923, 0.123077, 0.600000, 172.014523, 172.222533, 3.000000, 1.000000, 1, 0
Nishikori, Chardy, 5.000000, 72.000000, Outdoor, Hard, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.260274, 0.082192, 0.657534, 0.318584, 0.106195, 0.575221, 162.266621, 182.488035, 3.000000, 0.000000, 1, 0
Jaziri, Bublik, 56.000000, 207.000000, Outdoor, Hard, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.148936, 0.106383, 0.744681, 0.000000, 0.000000, 1.000000, 159.836364, nan, 3.000000, 0.000000, 1, 0
Tsonga, Lajovic, 12.000000, 94.000000, Outdoor, Hard, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.248447, 0.105590, 0.645963, 0.616667, 0.050000, 0.333333, 173.887833, 160.488417, 3.000000, 0.000000, 1, 0
Lacko, Sela, 121.000000, 67.000000, Outdoor, Hard, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.029412, 0.176471, 0.794118, 0.068182, 0.272727, 0.659091, 168.182625, 153.654936, 3.000000, 1.000000, 1, 0
Zverev, Isner, 50.000000, 19.000000, Outdoor, Hard, 2nd Round, Grand Slam, 1.000000, 2.000000, 0.291391, 0.205298, 0.503311, 0.203390, 0.118644, 0.677966, 188.070340, 193.113282, 3.000000, 2.000000, 1, 0
Berdych, Harrison, 10.000000, 82.000000, Outdoor, Hard, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.210300, 0.120172, 0.669528, 0.102041, 0.040816, 0.857143, 178.187284, 178.005051, 3.000000, 0.000000, 1, 0
Wawrinka, Johnson, 4.000000, 30.000000, Outdoor, Hard, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.314554, 0.079812, 0.605634, 0.142857, 0.205357, 0.651786, 173.731626, 174.626770, 3.000000, 0.000000, 1, 0
Troicki, Lorenzi, 35.000000, 43.000000, Outdoor, Hard, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.280374, 0.130841, 0.588785, 0.640000, 0.026667, 0.333333, 173.013009, 166.731951, 3.000000, 2.000000, 1, 0
Federer, Rubin, 17.000000, 200.000000, Outdoor, Hard, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.151515, 0.207792, 0.640693, 0.000000, 0.000000, 1.000000, 175.109088, 166.946128, 3.000000, 0.000000, 1, 0
Darcis, Schwartzman, 71.000000, 54.000000, Outdoor, Hard, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.200000, 0.120000, 0.680000, 0.636364, 0.000000, 0.363636, 161.468997, 153.274834, 3.000000, 1.000000, 1, 0
Querrey, De, 32.000000, 301.000000, Outdoor, Hard, 2nd Round, Grand Slam, 2.000000, 2.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Seppi, Kyrgios, 89.000000, 13.000000, Outdoor, Hard, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.227273, 0.218182, 0.554545, 0.229167, 0.104167, 0.666667, 164.955514, 182.492694, 3.000000, 2.000000, 1, 0
Evans, Cilic, 51.000000, 7.000000, Outdoor, Hard, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.071429, 0.250000, 0.678571, 0.203297, 0.192308, 0.604396, 169.581292, 173.149234, 3.000000, 1.000000, 1, 0
Sock, Khachanov, 20.000000, 52.000000, Outdoor, Hard, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.208955, 0.082090, 0.708955, 0.461538, 0.128205, 0.410256, 176.638039, 176.693780, 3.000000, 0.000000, 1, 0
Tomic, Estrella, 27.000000, 103.000000, Outdoor, Hard, 2nd Round, Grand Slam, 2.000000, 2.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Murray, Rublev, 1.000000, 152.000000, Outdoor, Hard, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.209302, 0.166667, 0.624031, 0.421053, 0.157895, 0.421053, 167.091792, 173.582090, 3.000000, 0.000000, 1, 0
Gasquet, Berlocq, 18.000000, 90.000000, Outdoor, Hard, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.184971, 0.132948, 0.682081, 0.727273, 0.045455, 0.227273, 166.746555, 163.661950, 3.000000, 0.000000, 1, 0
Carreno, Edmund, 31.000000, 46.000000, Outdoor, Hard, 2nd Round, Grand Slam, 2.000000, 2.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Kohlschreiber, Young, 33.000000, 85.000000, Outdoor, Hard, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.464052, 0.111111, 0.424837, 0.074074, 0.135802, 0.790123, 169.174588, 157.740998, 3.000000, 0.000000, 1, 0
Simon, Dutra, 25.000000, 439.000000, Outdoor, Hard, 2nd Round, Grand Slam, 2.000000, 2.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Bautista, Nishioka, 14.000000, 99.000000, Outdoor, Hard, 2nd Round, Grand Slam, 2.000000, 2.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
Dimitrov, Chung, 15.000000, 105.000000, Outdoor, Hard, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.209424, 0.120419, 0.670157, 0.451613, 0.032258, 0.516129, 176.887884, 168.954660, 3.000000, 1.000000, 1, 0
Ferrer, Escobedo, 23.000000, 131.000000, Outdoor, Hard, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.409692, 0.039648, 0.550661, 0.300000, 0.200000, 0.500000, 167.031687, 170.309417, 3.000000, 1.000000, 1, 0
Istomin, Djokovic, 117.000000, 2.000000, Outdoor, Hard, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.263736, 0.164835, 0.571429, 0.229773, 0.097087, 0.673139, 172.014523, 173.956002, 3.000000, 2.000000, 1, 0
Raonic, Muller, 3.000000, 28.000000, Outdoor, Hard, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.215000, 0.120000, 0.665000, 0.079208, 0.297030, 0.623762, 189.920348, 175.866384, 3.000000, 0.000000, 1, 0
Goffin, Stepanek, 11.000000, 102.000000, Outdoor, Hard, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.295775, 0.084507, 0.619718, 0.300000, 0.200000, 0.500000, 163.700575, 172.962494, 3.000000, 0.000000, 1, 0
Monfils, Dolgopolov, 6.000000, 69.000000, Outdoor, Hard, 2nd Round, Grand Slam, 2.000000, 2.000000, 0.275641, 0.096154, 0.628205, 0.320755, 0.160377, 0.518868, 173.486181, 167.790857, 3.000000, 1.000000, 1, 0
Karlovic, Whittington, 21.000000, 194.000000, Outdoor, Hard, 2nd Round, Grand Slam, 2.000000, 2.000000, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
